Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
IDA blend,43.5994924744,44.2575178782,44.8953834506,45.5096174456,46.1003148864,46.6684435218,47.2174806565,47.7507243886,48.2709956818,48.778437938,49.2718938901,49.7509956478,50.2138145997,50.6598401565,51.0889008312,51.5048970077,51.9126175663,52.3136928188,52.7082592037,53.0938288755,53.4643140169,53.8107992534,54.1314760902,54.4020728378,54.6352437623,54.8212940455,54.9605790847,55.0643816657,55.1255336341,55.1643462067,55.1808796773,55.1699851507,55.1462821783,55.1017593271,55.0599184635,55.02693458,55.0135580787,55.0296465377,55.069115023,55.1515186268,55.2923698115,55.4998279891,55.7781162781,56.110985543,56.5045489703,56.9470067055,57.4284189087,57.9339500323,58.446133058,58.9499261921,59.4382175998,59.8924281874,60.3060355796,60.6885370276,61.0388115219,61.3583280803
Indonesia,48.6403170732,49.269804878,49.885804878,50.4882926829,51.0792926829,51.6627804878,52.2413170732,52.8168536585,53.3904146341,53.9624634146,54.5314634146,55.0948780488,55.6491463415,56.1922926829,56.720804878,57.2357073171,57.7366097561,58.225,58.7009512195,59.1634390244,59.609902439,60.0352682927,60.4394634146,60.8229512195,61.1877560976,61.5383902439,61.8814146341,62.2214390244,62.5634878049,62.9086341463,63.259902439,63.6162926829,63.9742682927,64.3282926829,64.6738536585,65.0018780488,65.3058292683,65.5821707317,65.8293902439,66.0494634146,66.2468780488,66.4301219512,66.6082439024,66.788804878,66.9748780488,67.1685609756,67.3684878049,67.5697317073,67.7682926829,67.9631463415,68.1527317073,68.3374146341,68.5175853659,68.6951219512,68.8684878049,69.0386341463
IDA only,41.1112305206,41.5991853183,42.0942805327,42.5953540937,43.096057529,43.5779405183,44.0185649699,44.4033541225,44.72786519,44.9975606476,45.2326398442,45.463162416,45.719097337,46.0220030503,46.382866341,46.8070246057,47.2898355108,47.8082143661,48.3347122548,48.8481867927,49.3353144516,49.8523836218,50.2945315558,50.7245491029,51.1412125376,51.5354349882,51.8967126333,52.2226520047,52.5095719968,52.7856905587,53.0392850444,53.3019278787,53.5825401414,53.8858943923,54.2095006299,54.5581906394,54.930012212,55.3141587188,55.7102390167,56.1288562074,56.5688665736,57.040478498,57.5441311753,58.0884917959,58.6617343012,59.2551653687,59.8581468531,60.459556501,61.0440441816,61.5996622469,62.116124494,62.5942428401,63.0408196581,63.4596168586,63.8531216982,64.2229939705
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.5292682927,,,,,,,,77.9658536585,,,,,,,,,,,,,
India,41.1695121951,41.7890243902,42.4164390244,43.0522439024,43.6969512195,44.3515609756,45.0155853659,45.6870243902,46.3623902439,47.0406585366,47.7197560976,48.3991219512,49.0772195122,49.7495609756,50.4117073171,51.0552439024,51.676804878,52.2704878049,52.834902439,53.366097561,53.8605853659,54.3134146341,54.7294878049,55.116195122,55.4834634146,55.8437073171,56.2122926829,56.5997073171,57.0133902439,57.4558292683,57.9265365854,58.4225365854,58.9294146341,59.4367804878,59.9377073171,60.4247560976,60.8929756098,61.342902439,61.7750243902,62.1908536585,62.5933902439,62.9856341463,63.3745365854,63.7649756098,64.1583902439,64.560097561,64.970902439,65.3897560976,65.8106585366,66.2301707317,66.6399268293,67.0316585366,67.4000731707,67.7393414634,68.0500243902,68.3326097561
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,69.7965121951,69.9782682927,70.1340731707,70.2729268293,70.4012926829,70.5231463415,70.6384390244,70.7451463415,70.8442926829,70.9378780488,71.0314390244,71.1285365854,71.2322439024,71.3455609756,71.4720243902,71.6166097561,71.7827804878,71.969,72.1737317073,72.3934634146,72.6232439024,72.856097561,73.0880731707,73.3136829268,73.5314634146,73.7423658537,73.9514146341,74.1625365854,74.3777073171,74.595902439,74.809097561,75.0052682927,75.1809512195,75.3361219512,75.476804878,75.6175609756,75.8317073171,75.9853658537,76.1804878049,76.0829268293,76.5365853659,77.1341463415,77.6341463415,78.1390243902,78.5390243902,78.943902439,79.2414634146,79.6414634146,80.0951219512,80.1902439024,80.743902439,80.7463414634,80.8463414634,81,81.3487804878,81.5024390244
"Iran, Islamic Rep.",44.9455121951,45.5089512195,46.065804878,46.6180731707,47.169804878,47.7281463415,48.3007560976,48.8922195122,49.5105853659,50.1583414634,50.8639756098,51.6615853659,52.5444634146,53.478804878,54.4104634146,55.2124878049,55.7309268293,55.8964146341,55.7112195122,55.2395853659,54.6404390244,54.1278780488,53.899097561,54.092902439,54.7538780488,55.8714146341,57.3636585366,59.0503170732,60.7618292683,62.401902439,63.8828780488,65.1453414634,66.2035121951,67.0782195122,67.7713902439,68.3059268293,68.7221463415,69.0763170732,69.4155609756,69.7659512195,70.137195122,70.5216585366,70.8984390244,71.2538536585,71.5936341463,71.9307073171,72.2836341463,72.6632195122,73.073097561,73.509195122,73.956195122,74.3946097561,74.8028292683,75.1654146341,75.478195122,75.7426341463
Iraq,48.0306829268,49.2316341463,50.4183658537,51.5894146341,52.7368292683,53.8431219512,54.8864146341,55.848804878,56.717902439,57.4923414634,58.1876829268,58.8305853659,59.4410243902,60.022,60.5611463415,60.9966585366,61.248195122,61.2815365854,61.1063170732,60.7733902439,60.3940243902,60.1100487805,60.0386829268,60.2514146341,60.7668292683,61.5495121951,62.5200243902,63.5485121951,64.5242926829,65.3944390244,66.1317560976,66.7409512195,67.2644390244,67.7354390244,68.1527560976,68.5102682927,68.7972926829,69.0067804878,69.1385609756,69.1959268293,69.1793170732,69.09,68.9420243902,68.7573170732,68.5601219512,68.3816829268,68.2550243902,68.1965365854,68.2143170732,68.3124634146,68.4821707317,68.7047317073,68.9507560976,69.1954634146,69.4256097561,69.6346097561
Iceland,73.4231707317,73.5034146341,73.7219512195,73.0429268293,73.5417073171,73.8687804878,73.3004878049,73.7831707317,74.0058536585,73.7763414634,73.933902439,73.5704878049,74.4558536585,74.4509756098,74.5117073171,75.5787804878,76.972195122,76.3736585366,76.6492682927,76.7731707317,76.8465853659,76.5214634146,77.037804878,76.8456097561,77.5765853659,77.6024390244,77.9907317073,77.3390243902,77.0829268293,78.1409756098,78.0363414634,77.9919512195,78.7602439024,78.9346341463,79.2470731707,77.9843902439,78.777804878,78.8853658537,79.6024390244,79.3512195122,79.6536585366,80.6902439024,80.5024390244,80.9634146341,80.9975609756,81.5024390244,81.1585365854,81.4536585366,81.6097560976,81.7512195122,81.8975609756,82.3585365854,82.9170731707,82.0609756098,82.8609756098,82.8609756098
Israel,,72.0065853659,72.112195122,,,,72.2856097561,71.5097560976,71.0565853659,70.9704878049,71.2134146341,71.7190243902,71.0780487805,71.6934146341,71.6617073171,72.0451219512,72.956097561,72.9585365854,73.2073170732,73.5073170732,73.8756097561,74.2609756098,74.1097560976,74.4585365854,74.8073170732,75.2073170732,74.956097561,75.2585365854,74.4365853659,76.3073170732,76.6073170732,76.7585365854,76.5048780488,77.1536585366,77.4024390244,77.4512195122,78.1048780488,78,78.1487804878,78.6585365854,78.9536585366,79.4073170732,79.4512195122,79.6487804878,80.1463414634,80.1512195122,80.5536585366,80.5048780488,80.9512195122,81.4048780488,81.6024390244,81.656097561,81.7048780488,82.056097561,82.1536585366,82.0512195122
Italy,69.123902439,69.7602439024,69.1497560976,69.2480487805,70.3117073171,70.1717073171,70.926097561,70.9565853659,70.78,70.8119512195,71.5587804878,71.8068292683,72.0753658537,72.0263414634,72.7343902439,72.6473170732,72.9919512195,73.3646341463,73.6931707317,74.0026829268,73.9431707317,74.353902439,74.8146341463,74.6402439024,75.3895121951,75.4707317073,75.7707317073,76.2195121951,76.3707317073,76.8195121951,76.9707317073,77.0195121951,77.4195121951,77.7219512195,77.9219512195,78.1707317073,78.5219512195,78.8243902439,78.9756097561,79.4243902439,79.7780487805,80.1268292683,80.2292682927,79.9829268293,80.7804878049,80.7829268293,81.2829268293,81.4341463415,81.4853658537,81.6365853659,82.0365853659,82.187804878,82.2390243902,82.6902439024,83.0902439024,83.4902439024
Jamaica,64.3080731707,64.8760243902,65.3966341463,65.8713902439,66.3052926829,66.6997804878,67.0573414634,67.3824146341,67.6834634146,67.9699268293,68.251804878,68.540097561,68.8392682927,69.1518536585,69.4783414634,69.8177073171,70.1664634146,70.515097561,70.8516097561,71.166,71.4462926829,71.681,71.8661219512,72.0016341463,72.0880243902,72.1302439024,72.1357073171,72.1153658537,72.0837560976,72.0489268293,72.0159756098,71.9875365854,71.9627317073,71.9436585366,71.9353658537,71.9423902439,71.968195122,72.0157073171,72.0868536585,72.1846585366,72.3131707317,72.4769512195,72.6750243902,72.9029268293,73.1556097561,73.4280243902,73.7151219512,74.0087804878,74.3004390244,74.5825365854,74.8464878049,75.0852439024,75.2998292683,75.4902682927,75.6585365854,75.8066829268
Jordan,52.6852682927,53.4715121951,54.2513170732,55.025195122,55.7926585366,56.5521707317,57.3032682927,58.0439756098,58.7727804878,59.4876829268,60.1902195122,60.8813414634,61.5610731707,62.2283902439,62.880804878,63.512804878,64.117902439,64.6935853659,65.2378780488,65.7492682927,66.2312926829,66.6879512195,67.1247560976,67.5457073171,67.9502682927,68.3383902439,68.7065609756,69.0497073171,69.366804878,69.6573658537,69.9208536585,70.1573170732,70.3722682927,70.5687560976,70.7512439024,70.9257317073,71.0956829268,71.2635609756,71.4328780488,71.605097561,71.7797560976,71.9563658537,72.1324878049,72.3046097561,72.4737560976,72.638902439,72.8015609756,72.962195122,73.1222926829,73.2808536585,73.4383902439,73.593902439,73.746902439,73.8969268293,74.0449512195,74.1910243902
Japan,67.666097561,68.31,68.5948780488,69.6580487805,70.1324390244,70.2019512195,70.9865853659,71.2765853659,71.6112195122,71.8387804878,71.9502439024,72.8829268293,73.5065853659,73.7575609756,74.393902439,75.0573170732,75.4568292683,75.8982926829,76.0382926829,76.3375609756,76.0917073171,76.4143902439,76.9229268293,76.9614634146,77.3653658537,77.6504878049,78.0646341463,78.4836585366,78.3992682927,78.8180487805,78.8368292683,79.1007317073,79.153902439,79.2936585366,79.6870731707,79.5363414634,80.2002439024,80.4241463415,80.5014634146,80.5707317073,81.076097561,81.4170731707,81.5634146341,81.76,82.0302439024,81.9251219512,82.3219512195,82.5070731707,82.5875609756,82.9314634146,82.8426829268,82.5912195122,83.096097561,83.3319512195,83.587804878,83.8436585366
Kazakhstan,58.3675853659,58.7815853659,59.1990731707,59.6185609756,60.0360487805,60.4490243902,60.852,61.2394878049,61.6089756098,61.9564634146,62.2764634146,62.5649512195,62.8249512195,63.0604390244,63.2799268293,63.4923658537,63.7097560976,63.9405853659,64.191902439,64.4667317073,66.6243902439,66.706097561,66.787804878,67.662195122,68.5365853659,68.5365853659,68.9134146341,69.2902439024,68.8487804878,68.2902439024,68.3365853659,67.9829268293,67.7317073171,66.7268292683,65.6731707317,64.9195121951,64.1097560976,64.4634146341,64.5609756098,65.5195121951,65.5170731707,65.7682926829,65.9682926829,65.8658536585,65.887804878,65.9097560976,66.1609756098,66.5048780488,67.0219512195,68.4292682927,68.2953658537,68.98,69.61,70.45,71.62,72
Kenya,46.3624146341,47.013,47.6522439024,48.2692682927,48.8606097561,49.4282682927,49.9816829268,50.5327317073,51.091804878,51.6598780488,52.2364634146,52.815097561,53.3898292683,53.9531707317,54.5041219512,55.0476585366,55.5957560976,56.1508780488,56.7074390244,57.2493902439,57.7581463415,58.2126341463,58.5898536585,58.8707560976,59.0403902439,59.0847317073,58.9967560976,58.7875365854,58.4712195122,58.0579268293,57.5468292683,56.9306097561,56.2258780488,55.4636829268,54.6840731707,53.9235609756,53.215097561,52.5950487805,52.1077560976,51.8010487805,51.7409268293,51.9878536585,52.5427560976,53.3845121951,54.4789512195,55.7802195122,57.2279756098,58.7390731707,60.2285609756,61.6316341463,62.8881463415,63.9605853659,64.8599268293,65.6030731707,66.1941463415,66.6456585366
Kyrgyz Republic,56.1280731707,56.5641219512,57.0026585366,57.443195122,57.8822439024,58.3152682927,58.7382926829,59.1463170732,59.5358536585,59.9038780488,60.244902439,60.5544146341,60.8354146341,61.092902439,61.332902439,61.5648536585,61.7972439024,62.0400731707,62.300902439,62.5857560976,62.9037804878,63.2636341463,63.6588780488,64.0775121951,64.5049268293,64.9189512195,65.2937804878,65.611195122,65.8585853659,67.9073170732,68.2975609756,68.5512195122,68.1024390244,67.1926829268,66.0390243902,65.7902439024,66.543902439,66.8926829268,67.0512195122,68.656097561,68.5585365854,68.7073170732,68.156097561,68.256097561,68.1536585366,67.956097561,67.6951219512,67.8951219512,68.4512195122,69.1024390244,69.3,69.6024390244,70.0024390244,70.2024390244,70.4024390244,70.6512195122
Cambodia,41.2320243902,41.3576829268,41.5174390244,41.7027804878,41.8856097561,42.0757560976,42.2894634146,42.4761219512,42.5396829268,42.3616829268,41.571195122,39.7332926829,36.7572439024,32.8128780488,28.2584878049,23.8845365854,20.6565121951,19.2655121951,20.0649268293,23.029097561,27.7389756098,33.4499268293,39.1743170732,44.1192439024,47.9234878049,50.4381219512,51.7904634146,52.47,52.895195122,53.2086829268,53.5100731707,53.8363414634,54.1507804878,54.4417560976,54.7502195122,55.1216585366,55.5860243902,56.1438536585,56.7916097561,57.528804878,58.3508780488,59.2472682927,60.1874878049,61.1375853659,62.0736097561,62.9692195122,63.802097561,64.5663414634,65.2584878049,65.8759756098,66.4196829268,66.8973902439,67.3273902439,67.7280243902,68.1062439024,68.4720487805
Kiribati,49.2159756098,49.7436829268,50.2742926829,50.7977804878,51.3076829268,51.8085121951,52.307804878,52.8146585366,53.3305609756,53.8475609756,54.3511219512,54.8237073171,55.250804878,55.6223414634,55.934804878,56.1867317073,56.3791463415,56.5280731707,56.653,56.7694146341,56.8952195122,57.0463658537,57.2337804878,57.4629268293,57.7412926829,58.0748536585,58.466097561,58.9026097561,59.3704878049,59.8583414634,60.3508292683,60.8345853659,61.2997317073,61.7372926829,62.1397804878,62.5056585366,62.8373170732,63.1446097561,63.432902439,63.7026097561,63.9506829268,64.1731219512,64.3664634146,64.5307317073,64.669902439,64.7869756098,64.8884146341,64.9807073171,65.0723902439,65.169,65.2775609756,65.4026585366,65.5438536585,65.7001707317,65.8706097561,66.052195122
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,63.9512195122,,,,,65.9512195122,,,,,67.9512195122,,,,,70.0363414634,,,,,71.3365853659,,,,,,,,,,,,,
"Korea, Rep.",53.001804878,53.7367317073,54.485097561,55.2473658537,56.0235853659,56.8232195122,57.658195122,58.5265365854,59.4182439024,60.3163658537,62.0358536585,62.4436585366,62.8414634146,63.2295121951,63.5975609756,63.9558536585,64.3041463415,64.6475609756,64.976097561,65.2946341463,65.8092682927,66.3092682927,66.7841463415,67.2392682927,67.9034146341,68.5329268293,69.1836585366,69.8092682927,70.3392682927,70.8595121951,71.2997560976,71.7302439024,72.2004878049,72.6819512195,73.0431707317,73.3943902439,73.8312195122,74.247804878,74.6802439024,75.3734146341,75.8353658537,76.3419512195,76.8390243902,77.2502439024,77.8465853659,78.4326829268,78.9692682927,79.3495121951,79.8326829268,80.2973170732,80.5512195122,80.9670731707,81.2134146341,81.7051219512,82.1558536585,82.1558536585
Kuwait,60.5192926829,61.2604878049,61.9616829268,62.6228536585,63.2460243902,63.8326829268,64.3843170732,64.9034634146,65.3941219512,65.8583170732,66.2975853659,66.7129512195,67.103902439,67.474,67.8252195122,68.165097561,68.497097561,68.8247317073,69.1499756098,69.4732926829,69.7956585366,70.1150731707,70.4274878049,70.728902439,71.0152926829,71.2841219512,71.5318780488,71.7570487805,71.9611707317,72.143195122,72.3051463415,72.4485365854,72.5768536585,72.6936341463,72.8018780488,72.9025853659,72.9972439024,73.0863902439,73.169,73.248097561,73.3237073171,73.3958536585,73.4640487805,73.5297560976,73.5959756098,73.6651463415,73.7412195122,73.8251463415,73.9188780488,74.0214390244,74.1328536585,74.2516585366,74.3744146341,74.4986829268,74.6234878049,74.7468292683
Latin America & Caribbean (excluding high income),55.6826539393,56.1779463059,56.6545455906,57.1121979001,57.5533963173,57.9830806231,58.407158107,58.8306415772,59.2566141697,59.6867758884,60.1185334262,60.5476364459,60.967975368,61.3757121818,61.7698102192,62.1513880211,62.5243771991,62.8935074956,63.2623325489,63.6325124265,64.003454351,64.3729697548,64.7398463544,65.0979921162,65.4518795902,65.8002888789,66.1432985792,66.4843044453,66.8224982463,67.1636656644,67.5110631043,67.8695562577,68.2413396798,68.6228857437,69.0145410445,69.410927885,69.8070068276,70.1971197567,70.5731546743,70.9340795448,71.2760758165,71.5984795607,71.9045145555,72.1952236021,72.4745484187,72.7439340199,73.0061173557,73.262528171,73.5149658683,73.7633256389,74.0078920632,74.2470241353,74.4792284069,74.7034916553,74.9201845632,75.1303961944
Lao PDR,43.2044634146,43.5070487805,43.8086585366,44.1092926829,44.4094390244,44.7096097561,45.0117560976,45.3168780488,45.6254390244,45.9354878049,46.245,46.5495609756,46.8466585366,47.1358292683,47.4170487805,47.6892439024,47.9513902439,48.2083902439,48.4677560976,48.7354634146,49.0235853659,49.3446585366,49.7042926829,50.104,50.5442439024,51.0184878049,51.5175853659,52.0284390244,52.5405365854,53.0488780488,53.5520731707,54.0527073171,54.5564390244,55.0678292683,55.5874634146,56.1172926829,56.6568292683,57.2034390244,57.7575609756,58.3161707317,58.8797560976,59.4498292683,60.0254146341,60.6020243902,61.1771219512,61.7442195122,62.2977317073,62.8336585366,63.3484878049,63.8386829268,64.3032926829,64.7403170732,65.1537804878,65.547195122,65.9226341463,66.2840487805
Lebanon,63.2801219512,63.5859756098,63.8804146341,64.1644146341,64.4414390244,64.715,64.9880487805,65.2625365854,65.5369756098,65.8103658537,66.0787073171,66.3370243902,66.5798536585,66.8052195122,67.0121463415,67.1996585366,67.3677317073,67.5213902439,67.667097561,67.8103658537,67.9566585366,68.1134390244,68.2827073171,68.4684390244,68.6736829268,68.8979756098,69.137902439,69.3905121951,69.6532926829,69.929195122,70.2211463415,70.5360487805,70.8767804878,71.2462195122,71.6438780488,72.068195122,72.5171707317,72.9838780488,73.4614146341,73.9448292683,74.4317073171,74.9211219512,75.412097561,75.8992195122,76.375,76.8289756098,77.2501463415,77.6334878049,77.9764634146,78.2775609756,78.5382682927,78.7645609756,78.9654146341,79.1503170732,79.3262682927,79.4982439024
